TEXT,Sentiment
Jay mns,3
Jay shree ram  hindu ekta hoil maharahstra madhe,2
Communist          support     ,1
Ajj swapna purti zali thanks Saheb,3
Javed akhter gaddar aahe saheb,1
Mahartarat katar Hindu chi garj aahe sir,2
I am Keralite brought up in nasik and a Big Big Fan of Raj Thackeray  Who was the real Hier to Shiv Sena but Sons love made Balasaheb to give the reign to stupid Udhav  I am eagerly waiting for the press conference of Raj Saheb of making alliance with BJP,3
Ek no speech,3
Jai shri Ram jai Maharashtra Jai Manse,3
Wholesale customer,2
Raj thakare tum aage bado ham tumhare sath hai ,3
 Point to be noted                  ,2
"Hindus Unite 
Hindus Unite 
Hindus Unite ",3
Hinduswarajya,3
Are madarchod bhatano tumchyamule deshachi vat lagali ani abp maza tar hya aslya faltu batmyachi prasiddho det ahe faltu abp maza faltu bhatukada channel,1
Kiski maa nahi jani muslamanoko virod karnese roknese,1
"CAA NRC          
                                                    ",2
Raj thakre fck chutiya hai ,1
" UP                                
   MH              
",2
Kadak,2
Jevha rajkarn jativadamdhe Suru honar tevha Bharat gulagirichya dishene janar he matra nkki aaheBharat dhrmanirpeksha aahe ethe sglya jatiche lok rahtat fkt Hindu aani Marathi nahi Raj sahebyach karnamule britishani  year rajya Kel aaplyavr kdhi smjanr tumhalaandhbhkt ho,1
Nakii Kay kar Cha samjt nhi kadhi Marthi hoto ntr Hindu hoto natr Bhartiy hoto,1
Hindustan jindabad raj saheb jindabad,3
Real Hindu sher is back ,3
Only manse,2
Hum toh abhi morcha kade hum apne hake liye jaanbhi de sakte aur lebhi sakte,1
Only bol bachchan,1
I support CCA NRC,3
Mast saheb,3
bala sahebancha varasa punhyana da,2
Distribution of cash equally,3
Musalmana na madi ghetlya shivai rajkaran chalai aaj patur,1
Raj thakare zindabadBharat mata ki jai,3
Maharashtra Gadvaycha asel tar  Vachak asne garje Cha ahe  Lok Kalyan Paisyachi loot thambayalach  paize Dhashat navhe Vachak Jai Maharashtra,3
Real tiger not like hijra udhav,1
tiger zinda he,2
"    dehli           

  savd  bjp                   only",2
"Balasaheb thackerenchi univ Raj thakerach purna karu shaktat Only he can take the legacy forward which BT left behind Only RT has the passion vision and inspiration Maharashtra and Marathi people need RT 
BT sidelined RT for uddhav which was the biggest mistake Uddhav ani aditya ne swatala vikun takla satte sathi But the rightful finally gets and will get his due All my best wishes with Mr Raj Thackeray All the best We wish you to see as the CM Of Maharashtra and more",2
    CAA         ,2
Raj saaheb khup changlaaa aataa BJP laa support karaa Modi ji hech hindutvaa aane desh suraksheet karnyaachaa samarthaa thevtaat,2
Shevti Balasahebancha asal waaras aala ,2
Mi Marathi,2
Gambian country islamic mhanun declare zali jeva tithle alpsankhyankanchi sankhya vadhun vadhun evadhi zali ki desh islamic country mhanun declare zali tasech he baherache ghuskhor bhartat ghusun ghusun evdhe hotilki hindu alpsankhyank hotil,1
Raj sahebach,2
"Majya Marathi la nakh lava Cha prayatna kela tar mi Marathi manhun anga var zail
Ani 
Mazya Dharma la zar koni nakh lava cha prayatna kela tar mi Hindu manhun anga var zhali techya",2
SHIV SENAS Time up Nw only MNS AND BJP,1
Baga nahitar Hindu dharm rahicha aani marathi sampun jaichi,2
Only raj saheb,2
late but best,3
AUR EK  R S S  KE  SAINIK  KI  BHARTI HO GAYI,2
Only raj saheb,2
 sal pure vanvasache aata Raj path hati ghya,1
Bhau na sanga savarkaran baddhal stand gya fakt baghva zenda karun kahi honar nahi te manat utarava ani tumi pan tumcha mulala ittara adhikari nivalal tumi pan ti chuki keli ti bal thakre ni keli,1
Koi to anuyayi ho you kursi ke liye mantri banne ke liye hinduyo ko na bech dale kyuki itihas me bhut sare aise krya ho chuke h ke raja log hinduyo ki rakcha suru me ni kr paye jb jakhm mile to fir maut se ladna suru kiye maharada pratap shiva ji jaise aur maha purus jo huye bhagwa ke liye apne logo ke liye jan de diye glt bichar dhara walo ke sath hath ni milaye jay hind jay hindu,1
ha sarv khel fakt satte sathi modi and raj co,1
quint and leftist channels and groups ki jal gayiiiiiii  accchi khasi,1
"Insaan ki Zindagi ka lekha jhoka 
bachapane Mai  saal Tak khail kud 
jawaane Mai paise or Shaadi ki pareshani or lakho ki bhul chuk
 Tak paise Kama Kar bacho ko sambhalna or apna kartaviya or bacho ko palna or apna insaaniyat ka farz nibhana ",1
Tum log sirf bol saktey ho Kar nahi saktey Islam mita nahi saktey Yaad rakhna,1
"I think mns going in bjp
Previously he sayin any caste of bangladesiand pakistani should send backnow he inviting pakistani and bangladesi and not talking about maratha futurejobeducationnot accept this from him",2
Fakt ek vinanti sahebHindu na shivsena sarkh dhoka Nahi dyach,2
Raj saheb shud be pm of India we dont need any democracy saheb shud be pm India wud be great in  days and safe and secure,1
Best,3
Maharashtra Dharma samrat,2
Virodh kuth kela abp  news bagh changlayne,1
Need to reed prabodankar thakre,2
Jai hindutav,3
Pahilich line kaljat utrali bhumikevr tham Raha saheb aajivan Mns supporter ,2
"Only Raj Saheb Thakre
Jai Hind Jay Maharashtr",3
Future leader of Maharashtra,2
Balasaheb parat aale ,2
Madam Saheb ni  Feb sangithla aahe pan tumhi tumcha channel varti  march sangtai pls dont mis guide,1
Fakt Raj saheb,2
Great Flag All the best Raj Saheb Navin Yugacha shubharambh,2
Full support raj sir,3
"Saheb tumhala he pan maahit aahe na Mumbai police cha information network itka strong kasa aahe
 top informers of Mumbai police are Muslims",1
Der aai but durust aai,2
Jai hind jai Maharashtra saheb,3
Jevha pasun mns sthapn zali tevha psun ashich pahije hoti,2
Balashebncha awaza tamam hindu baginenno  pakta karmacha rayilela ahe,3
"Raj Saheb 
Waris Pathan ne aapko bhuja hua diya bola thaa I hope uska jawab denge",2
This is Raj we wont,1
Raj saheb age bado,3
 aata tumch zalaamcha zal  samajnaryano like kra,3
Kai saheb sark bhumika bdln chagl nvvv,2
After long time starting word gave goosebumps REMEMBERED OF KING BALA SHAEBH THACKERY SUPPORT RAJ SIR AND NEXT CM OF MAHARASHTRA,3
Me rang badlun sarkar madhe jaat nasto ,1
Only bjp aani mns,2
Vaghachi darkali,2
raj thakre tu aple party cha vichar kar muslim cha tention mat le,1
Hindutva hech rashriyatva,2
 number,2
Shado kabinet ek no,3
Pahle line ch jabardast rahte sahebanchi ,3
"Now Raj Ji you must speak for Hindu all over Bharat dont stop in only Maharashtra 
JK North east west Bengal Kerala and Tamil Nadu Hindu in dangerous situation 
Islamist jihadist Christian missionaries jihadist leftist jihadist maxulist Maoist fraud secularist fraud Dravidian 
All together working against ancient Bharat Hindu and its culture",2
"Abe ye musalman Owaisi
Mughal ki paidaish vo kharab time tha be jub Mughal hukumrah the Lekin vo Badal Gaya  nahi badaldiya Hinduo ne history bhul Gaya kya hamare Chatrapati shivaji maharaj jitne din tak Hyderabad me the tab tere bap dada yani tere vo sub Jaan chutiya Jan or tera Navab ye sub maharaj ke nokar the",1
Rejuvenated tiger is back with saffron colour  this guy will continue Balasaheb legacy og hindutva,3
He said Hindu Still he will be getting  seat again,2
Raj bhauni soyich pakk rajkaran keleedi nantar rajsaheb step mage gele ani bhajap walyan sobat mandi mandi la basnar bahutektari pan shubhechaa,2
"Aata vattay apan aplya Bharat Bhumi madhe ahe 
Jai shree ram ",3
Ye bik gaya,1
Only rajsaheb,2
Khara tar hech khare Rajsaheb ahet Mandhyantari Je mudde tyanni ghetle Te Tyanchya vyaktimatvat navhte Yach kharya mardangichya shabdani Rajsaheb ata khare Balasahebanche thakare shobhtat,3
Bhagva  Zenda  kadla  ani  mate  magto  bhahujan  mahnun,2
Only raj saheb,2
Elecstion cha aadhi bjp virodhat sabha ghetlya Maharashtra bhar ani ata ek meeting Kay zhali fhadavnis sobat Tu tr sardya sarkha rang badala kahi swatacha swabhiman laaj kahi ahe ka nai,1
Zaheer Khan APJ Abdul Kalam saheb thik hepan he zaved akhtar sarvat motha bhadva ,1
He should first expose Sharad Pawars casteism and prove that he is not Sharad Pawars puppet,1
Javed akhtar chutya ch ahe,1
Only hindu ,2
Raj Sarkar ,2
Raj takre lavkach cm padavar basnar  pn talagat Jan aani morche badni karn aavshk  saheb  aani  satesathi nahi deshasathi   khup khup dhanyavad saheb,3
                           CAA NRC     CAA NRC        CAA NRC                ,2
"Shaheb tumhi Ek gost fakta ha desha sathi Paul pudhe ghya Je Mumbai madhe ase area ahet jithe khrch savidhanchya against prepare hotat ani ethe lahan lahan incident ahet je tumhi observe Kara je ahet aaple mumbaikar Te pan yachya lakshya Theva train madhe bus public place parisar madhe ase sarva gosti madhe lakshya Theva
   ",2
Bhavdya ata Hindu disle ka Tula adi sarv jati Tula disle nahi lavdya zenda tuja ghandit takto,1
Politicale fanda nvin tecnic,2
Modi sha ni fatli re baba tuji,1
BJPMNS,2
Rojgar ch baga mansa shetkari aatmahatya kartahettech bga nusta Hindu Hindu muslaman krun ky fayada honar nahi,1
Ek aadmi kisi Dusre dharm ka apman kar Raha hai Azan ko bhonga bolta haiaur Sab us ki Jay Jay kar kar rahe hai Hindu dharm tu Ye Sab nahi sikhata hai Phir bhi log us ki Tarif kar rahe hai Sharm Aani chahiye brothers,2
"Fact raj saheb thakare
Marathi hrudaysamrat",2
Balasaheb is back jai shree ram jai mns,3
Fakt raj sarkar,2
Baman aala jati waar re tumhi kiti chamdi badla saap aahe saap rahanar,1
Starting,2
"Raj tu bollay modine pulwama madhe aple sainik marle election jinkayla 
Tu jar ata tyanchyabarobar gela 
Tar deshdroh tharel",2
Modi ne haddi daldiya isko b,1
A message to Uddin Thakkar Uddav Thakrey,2
"You want to become famous Do LooseTalk and debate on Muslim Namaz Pakistan Urdu Ram Mandir thats it  
If you talk on Mumbai Potholes Slum Infrastructurecorruption clean airwater and educationyou are an idiot 
All the best Raj and team  you have joined the league",1
Yes yes ass kahitari pahije,2
Only Raj Saheb  ,2
Kaam karabina zendyacha pan nivadun yaaldhadas kelyabaddal abhinandan,3
"He has a gut In Indian politics He will go Long But Through Hinduism only Bada Karna Hi Sach 
Badi Honi Chaiye Late Aaye But Durust aaye its a Beginning",3
Purn Maharashtra Hindu rastra ghosit kraaa,2
Great leaders ke traits hote hai jo saaf saaf dikh jate hai   command over language  voice tone   clarity of thoughts  they way he deliver the speech it perfectly hits bullseye  if needed he got Anger and same time funny side to engage audience ,3
Zende badlun kay honar vichar badala,2
"CHANGLI GOSHT AAHE ATA PARAT HINDU MUSLIM CHRISTIAN KARUN VOTE GHENARA ANKHIN  JAN 
MARTHI MANUS GELA BHOSDYAT KARAN TYALA HINDU MUSLIM CHA VISHAY PAHIJE",1
Bangladeshi musalmanon ko Pakistani musalmanon ko gand per Laat Maar Ke Bhaga na chahie,1
"Aata marathi bandhav sutle 
Hindu jhale 
Pahle bjp walyana shivya 
Aani aata bjp walyanchya dhungnaat ghusat ahe",2
Kaapun taka pakistani n bangladeshi muslims n India,1
Gaddar,1
OpportunistSandi sadu,1
fakt raj thakrech shobhtat hinduhruday samrat,2
Bjp sobat jayala rikame,2
Jay hindutva,3
"CAA NRC  Fakt Muslim sathi ahe ka 
    Wrong politics",1
bakwas agar hundutuv ki itani hi chinta hoti naa bollywood ko islamic jihadi Tec over nhi kargaye hote satta chahiye aur kuch nhi,1
Are u living in dream world,1
MNS,2
Hindustan Me koi b political party ko famous hona hai to muslams ko gali De do ap famous ho jawoge Hindu Muslim bhai bhai I love india hum sab ek hai,1
MNS ani Raj thakare na fakt kkattar hindutvach taru shakel ,2
party power me aane ke liye,1
Felt so good with Raj Thackrey doing hard hitting for Hindu cause again Kindly look into Mumbai University Professor Yogeshji who is sent to forced leave for speaking on Pappu Kindly protect his rights and livelihood,3
Pahil Vakya ,2
"I fully support his stand on illegal Pakistani and Bangladeshi Muslims
Me myself being a Muslim
But not who are genuine indian and maharashtrian Muslims",3
"Yahi to bacha hai desh me
Dusra koi kaam nahi",1
Raj chaj honar Raj Jai Maharashtra jai Maratha ,3
"Chutiya 
Hindu ke vote nahi milre the isko 
Only  MLA",1
"Corona virus       WHO  WTO              dr       dr             
         ",1
Only Raj saheb,2
Respected Saheb why support Indian Muslims when they are siding by Bangladeshi and Pakistani Muslims staying in India illegally Why support Indian Muslims when they are dreaming of GhazwaeHind  Why support Indian Muslims who intends to marry Hindus to convert them have more kids just to increase their numerical standards Most of them have become so,1
"DNA    
                      ",2
Yacha Fhakt tondat bal baki kahi nai kartvya shunya ahe Te mhanta na tondat bal ani hatata As yach yacha paksh chalta chalena mhanun yani shivaji maharajahch ani tyanchya Raj mudrecha vapar kartoy ha tuzi Kay chuk nai re baba janta Khup murkh ahe,1
Only shivsena,2
Only one ,2
Muslims k naam se tu bhi famous hojamuslims ne bohot log ko famous kiya hai ab tu b hojabhik me tujhe b fame mil jayenga,1
"Dharm ghari thevayche mag rastyawar ka Nachtoch 

Masheed varn load speekar hathwnar Ka tu
Visrunja",1
Pakistani ani Bangladeshi Muslims la baher kadha,1
Marli palti,1
"This person has slipped away in the hands of BJP

He always wanted to be in the hands of the opposition and he will always be there",2
This is a call to all Hindus of India Hindus from all over India should come to Mumbai on th February  and join Raj Thackerays massive gathering to protest against antinationals We should learn from the unity which the Muslims are showing against the CAA Now is the time brothers and sisters to  show our strength You might have heard the speech of one ExJNU President who says that the Muslims should join hands to destroy our beloved country Such people should be shown the Hindu might on th February We are  then why should we stay behind  Please send such messages to your friends in Whatapp group and encourage them to join hands with MNS Folks it is now or never Save our holy land brothers and sisters of IndiaJAI HIND JAI MAHARASHTRA,2
Kahi upyog honaar nahi bgha raj thakrepunha popat honaar,1
Saheb mi Aatta mns sainik,2
His goon language and thoughts are the reason for the failure of his party in Maharashtra,1
"Welcome to raj thakre sir in new dawn of politics for him  Wish him all luck He will definitely be more powerful leader and real thakre
Shivsena is more a secular and congress minded party now",1
ATA ONLY MNS SONIYACH SENELA SUTI ,1
Shaheb mi gu khalaa ani apla karykarta zalo sarda kasa disto tar aplya sarkha disto mi aaj manse mi sodli,1
Shivsena sampnaar,1
Kisi Hindu ko  minute ki azan  minute ki namaz se koi taklif nhi Raj Thackeray ko kya taklif hai kya malom,2
Jyaada kuch samajh nahi aaya Par raj thackeray ji ne Hindu or hindutva sabd kaha wo sunkar kaafi accha laga We need more leaders who can talk about hindutva Hindu raastra Or swaraj Jai sri ,3
Saheb tumhalach heya deshachi kalji ahe Baki sagle rajkaran kartat,1
 UP        ,2
Dhongi,1
Bjp      ,2
Good News Bala Saheb thakre Hindu hurdya Samrat  returns,3
"raj saheb launch web series poshter of akshay sutar 
xs",2
only Maharashtrians cannot make RAJ Thackeray powerfulHe will need to votes of Hindus from other statesHe should also address them,2
Bhonge nahit band honar karan alah bolta hai,1
bjp la samil houn senecha kata kadnyach ha plan madlya kalat shant ka hotat,1
Raj sahebani NRC la support kelya baddal abhar,2
Kai nuste hindutva hindutva gheun baslay aardha Maharastra ne Hindu dharma sodun dhila aahejari tyani hindutva sodle asale tar te marathich aaheet hey visru nako,1
Khup Dhokh Hota Ata karan Marathi Badvano varun Hindu Badvano Alo Ata Amhi Dalit muslimankadon Kon ladnar,1
BJPMNS NEW MAHARASHTRA,2
MNS should now take place of Shiv Sena for unification of Hindus in Maharashtra,2
Raj saheb take tips with PK Prashant Kishor Definitely Raj thakare became Next CM ,2
Bjp chi sath nako saheb,1
Abb saala challege to bollywood persoalites saheeb ka virodh  ya comment kar k batayein,1
Dhongi ahat rajsaheb tumhimhnje tumcha virodh ha fkt swarthasathi hotaata matansathi hindutva athavaty tumhala,1
Ha lai yedzhva aahe,1
Mnsbjp     ,2
He sagal natak   aahe lokanna myad Karaychh   karan  Daru junich  Batali Navin  Fakt loakanna Watal pahije  Ha ek Hinduism ChA shubhachintak Aahe ,3
        rajsaheb  satet  kutehi     ,2
Mns fakt yachya tyachya hata khalch bahul banat chalalay,1
Rajmudra thevliy Pn tase vagun dakhva,2
raj saheb he tar bhashan Balasaheb ch aahe  tumach kahi navin bola navikas kam ,1
Sonia Sena murdabad,1
"I along with my family will vote MNS  But please do not backstab like SS
In  I favored and voted SS because SS has strong Hindutv and BJP has soft Hindutv Balasaheb had passed away hence I found it apt to repay gratitude on Marathi Manus In  I had love for both parties but I had sympathy for SS due to demise of Balasaheb and BJP was stronger due to Modi",2
its pawar game to divide hindu votes of bjp,1
Mazya mate Bangladeshi ani Pakistani Muslim na baher kadhne mhanjech nrc ahe Navin Kay bolle ,1
"He is becoming big joker  He lost his relevance now
Next elections he wont get even one seat",2
Yachya aaichi gand kaal prynt tya modila shivya ghalat hotaaaj achanak sakshatkar zala yala Sattesathi BC khipan krtil he bhikarchot thakare gharame,1
Yeh aaya  apni aukhad par,1
market me aane ke liye ye sab bol raha hai,1
Maajlela gunda parat aala vachva,1
Raju saheb hindutwa Kadun aawaj uthava prgati hoila muslim lok aaple kadhicha honar nahi He mla vichara mazya kade khup udahran aahe Mla tumhala bhetayche aahe pan samnya nagrik aahe mi dhetta yet nahi Muslim dharma kadun tar aaplya deshatil sarvach paksha aahe hindutwa Kadun koni nahi BJP Sodun Tar hindutwa Kadun aawaj uchla nahi tar chotya mothya sabhet mla bolwa mi bolto hindutwa Kadun ,1
Dikhadiye original rang sahebboldiye modi ki zubaan,1
Only udhav and Aditya thakare,1
Ata hindunche vote gele  Savdhan BJP ,2
RAJ Sahebanchaya TALENT  KANKHAR  netrawachi rajyala garaj aahe ,3
Raj thakare saheb agdi barobar,3
Rah  entry timing la kiti   ani fadavanis  ch  entry time bgha,3
Bjp                 bjp         ,2
 public reaction vs  public reaction,2
raj thakre great,3
First Best CM  Simba  Dev Fadnavis Sahib Fadnavis means super farrari born to win  ,3
Difference between two leaders is quite visible And the result is also in front of all,2
 is best  ,2
continue Palghar  thane ,2
My big friend amir sir ,2
Cant properly understand maratistill watching  for the roaring speech of Raj Thackeray Raj Thackeray fan from Karnataka ,3
I am waiting next cm raj thakre saheb,2
They used all Money for them no good dulomment there only bring roads Avery were cemant compound well if cement done there nothing done for puplicthey are given jobs to others very tittle payment and good payment to there bhraman only way others are sleeping,1
Paisa Gela Kute  Sarkar Kay kart Great Raj Thackeray ji Khup Chan,3
AAMIR Khan Mr perfectionist,3
 no  perfect start perfect finish       ,2
Aala ki  chi water cup spardhajatoyas na raj tu kudal marayla satat ac madhe bagadnari hi mansafakt badbad nusti,1
Raj thackeray      ,2
Only Raj Thackeray Sir ,2
Right sir ji i An proud feeling sir ji,3
We all are Indians we should never fight on caste religion,3
Devendra popat ahey raj sir great vote for mns in ,2
RAJ SAHEB FAKTA BOLGHEVDE AAHETMHANUNCH JANATENI TYANA NAKARLE,1
Phadnavis I can feel you bro My teacher used to insult me in front of class thats the same feeling,1
"Raj Thackerays rheotric shows the glaring truth of Nexus between Congress and BJP
Please vote for anyone other than these two",2
Amir Khan doing great job ,3
Full Power ,2
Now shiv sena should open Judge Lohia case open again to punish culprits,2
Bjp doing development worth  cr in that  cr mla pocket,1
pan sarkarachya vibhagala zaat daram mat gata ye jeh tumi bollaat tyanchashi kya samband aayet pratyek department ne chaltyaa samasya babt shresht assaila paijey naa sarkarachiach mukyaa bumika astehh tyaa garjyaana vaathi laavaichi pan tassah jamlaach nahi karan sarkarachi Niyaat khothi tharli naa pratyek velih,1
S water is big problem in mh raj thrark is good he tocking for mh water  prombr,1
Surprising most communal party cm is accepting that even for water conservation unity is required amongst castes and religions,1
 la only MNS,2
Jaat dharma gaat Paksha kon nirman karto Ha prashna jar kayamcha sodavla tar nakich gavo gavi pani aadla pan jaail va murla pan jaail Pan samjachi khadan ch jaati cha palikadey jaat nahi tymule gaav va samj maaghe rahila ahey ani vikas thamla ahey ya modern yugat dekhil  Kharatar pratek nagrikani jaat hi taakun dhili pahejen ani me ek swabhimani Bhartiye ahey hech samjla pahijel tarach partek gaav sampan hohill ,1
                                 BJP               ,2
Kiran rao jiKay bolala ,2
Wah devendr saheb wah sweet Ans,3
My fevret politshin Rajsaheb,3
Raj thakare ,2
Tadak Uttr Mhne ,2
Vot for manseb,2
Mr Raj Thackrey please have patience your time will come to become Chief Minister GOD  Bless you and give you long life,3
Jai mns,2
fadnvis kiti pekataya,1
raj thakre  me mukhyamantri baneage,2
great both are persons,3
Jat dharm yach sarkaar chya kamapaun kay sambandh fadanvis saahebanni aplya bachwa karta he gosht chipkwun dili,2
Tumhi kay kele yuti sarkarchya pahilya kalat  yrs dillit ani yrs rajyat sattet hotat na,2
Raj sir is great ,3
Tuffan and next cm,2
Love you sir,3
Good speech of Raj thakare sir  cm Devendra ji ,3
Kkkkkkkkkkkkaaaaaaddddaaaaakkkkkk na rao,3
"Pani foundation la lakshat aal mhane tumhala Kai fkta pramukh pahune mnun bolavlay ka
aani mnun nivdun dilay ka mukhyamantri saheb
V krun Uttar det ja jara nonsense Uttar nkoy",2
Magasis nahi remagsaysay,1
Raj Thackeray fkt aarop pratyarop karnya madhech pudhe ahe ani Ata congress cha prachaar kartat ani Soniya Gandhi ani Mamta Didi la bhetat,1
Jay mns,2
"Pan tari hi prasha tasach aahe
Irrigation cha paisa gela kuthe ",2
Ekach Don Saglyanchey Cheherey bagnya saarkhe hottey zabardast,3
Jay mns jay Maharashtra,3
Raaj thackeray chi entry ani tarbujya chi chi entry hyat jo farak ahe na tich layaki ahe aplya CM chi,3
write questions raj saheb ,2
Amazing Marathi Tadaka JAI Hind ,3
"Daru foundation wale
pn Upastit aahet",1
raj saheb we love you,3
water foundation we are definitely a failed state God is not up in the sky Look down at your feet Its the mother Earth that is our god    Raj dada knows that very well But do we know Lets give him a chance We have already given so many to others,3
Aaj Nov  madhe Raj Thackeray trend honachya Karan jante la shevti kalala ahe khara kon please janta ata tari sudhara ani Raj Thackeray chya phakat rally la gardi na karta vote pan dya MNS la,1
Mr Raj what u have done for maharashtra India and  marathii feel wonder about those who clap on yr speech Real shame,1
Raj Saheb great always,3
Diplomatic    Ne         ,2
kiti genuine persnality ahe,3
Tapade cm,2
Awesome,3
Rajsaheb Thackeray tumhi great ahat,3
Shriman rajtakre saheb Tumi pude ja bhwani cha aasirwad aahe,3
haajarjababi devendraji respect u most,3
Salute to Great Chief Minister Devendra Fadnavis  Jai Hind ,3
Whsim newj,2
Raj great man,3
Jay manse Jay Maharashtra tiger of Maharashtra only razzsaheb Thackeray,3
Ha bahdava DVdf datak Kuthe gela gaav Tuza,1
Raj thakre saheb tumhi je prashna vicharta tyanchi answers kadhich hey khote Sarkare bhrashtachari deuu shakat nhit BJP pn Congress pn ,1
"Ekmekanchi aadva
ekmekanchi jirva
kya bat kahi
Devendra ne",2
Kaddk boltat,3
I really dont understand why everybody forgets Amirs PK movie and how it hurt sentiments of Hindus My observation is Hindus dont give much importance to their culture  and Gods I really like Muslims in this regard they dont like to hear any nonsense about their faith,3
Mast speech ,3
Irrigation che paise gele kuthe ase ajit pawarana vichyarle mag tyache atta kaay zale,1
"No
Raj Thakare Saheb",2
"Sarv ek ahet
Marathi kuthe ahe bagha",2
"Kahi hi 
Hech jr uttar hota tr mg aadhi karayla ka jamla nahi",2
Ekch Saheb Rajsaheb,3
Love u,3
Kay uttar dilat Devendra Saheb,3
"BJP favour video its distraction only
Watch complete video",2
The great raj saheb,3
 LA mi video badalla,2
Great work Ameer khan and good speech of raj thakrey,3
jo sarket me the aur jo sarkar me hai baithe hai aur jo bol rha hai wo sarkar banane wala haisarkar raj jay hind jay maharashtra,3
yala lagn mahatwach ahe samajikseva pekshya bhadyala boknara kutra ,1
"BJP Che sarkar yenyapurvi yach mukhyamantryankade bailgadi bharun sinchan ghotalyache purave hote
te gele kuthe 
are laaj watli pahije",3
Answer agreed,3
Intolerence gang member,1
Fadanvis Irrigation cha paishacha kay zala yavar kahi bollech nahit ,1
Must speech,3
Marathi tadka you are great Raj thackrey is an iron Man super orator without carrying any background papers His blunt and bold speech may hurt some people  But he speaks the truth from his heart Just imagine if he is elected as chief minister he will take Maharashtra to a super duper height and will set top class benchmarks on bringing the state to a international standard  I feel this All the best to him,3
Ekmikana aadva ekmikana jirva   super six,3
Raj sir great,3
make raj in to party,2
Mazh avdat bhashn,3
Pn devendra sir pani foundation karen tr tumchi ky garaj ahe mag,1
Sarkari adhikari pani faundationmadhe kam kartat parntu sarkarchya yojanmadhe kam karat nahit he satya ahe,1
AiTak,2
                                                                                                                                             dr cha  dr                                              ,2
Only MNS,2
Raj thakare the great,3
Kay chukich bolale rajsaheb,1
"He kasla sade tod uttar hi tar swatachi chori lapwaychi mst trik aahe
Video cha shirshak badla",1
Tumhi ek vha pahile nanter aamche bagha amhi sarva ektrit aaho jay maharashtra Bakiche kana matra vha enty ukar kunhi khalle mahit nahi,3
Nehmipramane hasun uttar dila kahihi zala tri dangal howo kon maro tri he hasana visarnar nay nirlaja evada pn howu naye fadanwisani,1
Maz pahil ani shevtch vote Ran thackeray dada tumhalachh Jai shivaray,3
Cmsahebanche he ans wrong she Pani yojana barobar rabavali Jat nahi,1
mnssarkar,2
KADAK,3
AK number,3
Raj Sahebgreat,3
He lampaT bjp sarkar aani congress sarkar cha gaali ver ek jordar zapat aahe Jay ho raj saab,3
Shri Rajsaheb Thakre ani Ma Shri Devendra Fadnvis Saheb khupach chan vichar mandlet dhyanwad,3
Tumla tyachya shivay yatach ky special netyasathi,1
Pahile channel che promotion krto te band kara  Ghantila click kra kay Faltugiri video chya pahile bomblu naka,1
iska hindi version nikal do bhai,2
Only Raj Saheb ,2
RajTspeakveryGood,3
ZHANDU BAM ZHANDU BAM JAM HOTE LAMB MHANUN DAGDANE KELE KAME HE HUSHAR AAHE AAPAN KADHI HUSHAR HONAR,1
ya kadhi unhalyat yavatmal madhe ,2
Amir Khan sir na hardik subecha ,3
Itakach aawadato aamir khan  Nana patekar kiwa majarand anaspure nahi aathawale ekdah hi nav kadhale,3
Tiger Raj,2
Jai mnse,3
Raj saheb you are great,3
I am waiting next cm raj thakreji,2
"Correct question sir
Great Raj Saheb",3
Raj Thackeray Bol Bacchan ahe nustach,1
Amir khan is a great actor,3
Raj thakrre ek numbr,3
sarkaar mantay jalsichnache kam lok sahkaryatun hou shake sarkari adhikari kay zopa kadtat ki kay,2
Mukhyamantree kara rao ekda Raj thakre la ,3
Hey kharach ahe  Pani foundation la tyanchya shramala maan devun baki rajkarnyala dhadyakyane prashn vicharnara ekch jababdaar neta ahe  to manje Raaj Thakre ,2
Bolya KY ny mhanun KY pan boltata mukhamtri,3
Raaj thakare jay ho,3
Nusta bolghevdepana kahi upyog naahi,1
Devendra fadanvis wel alyawar bjp chi sankhya wadel ase mhanata ya sathich  bhide guruji  may la amadar kharidnya sathi pathawala hota kay,2
raj thakrena fact prashnch padtat,2
Fakt Sabeban che speechs aaikayla ch lok jatat ani mg mat ka ni det Saheban na ,2
Raj sahebna uttar detoy emmekanchi jirva karnyat tumhala jamla tr Are ekmekachi jirva kiva ekmekana zva te pakshacha side la theva ani sattet asun tumi ky upatlakam keli te sanga na ani jar kharch keli tr tyancha fyda ka disun nhi ala,1
Devendr fhadnvis tuza bap,1
"Dharanat Mutnarya Bhrasht Ajit Pawarla Karyakramat Bolavne Chukiche Aahe  Tya Nalayak Ajitla Turungat Takayla Pahije 

Jay Hind  Jay Maharashtra ",2
Raj na eakada tari tari pm banawa,2
Feku CM,1
Waah,2
    reply  ,2
Br aso pn bhartat aamir la aajkal bhiti vatate mhan   Ka br ,3
Sir aap c m banane ke layak hai please fiting,3
Raj saheb supper speaking,3
"Raj saheb aale ki Talya wajtat 
Aani chife minister  aale ki konich Talya wajwat nahi",2
Aaj maharashtra  chi position UPBIHAR SARKHI  HOTE aahesagade aap aapli  bhakari kartat aahe,2
Great raj,3
raj saheb  bol le sope   KARNE  KATHIN  AAHE     DHANUSHY  UCHLUN  BAGHA    MAG  KALEL      KONAT  KITI  DAM  AAHI  TE,2
"Lagnala 
Me punnha yein 

Nakki yein ha",2
chatunche hech kam aste,2
